501,0.0037772,0.3384,0.25882
502,0.0029453,0.35469,0.24648
503,0.0024249,0.3717,0.23477
504,0.0022363,0.38929,0.22345
505,0.0024,0.4073,0.2123
506,0.0029255,0.42563,0.20117
507,0.0038366,0.44431,0.19012
508,0.0051748,0.46339,0.17923
509,0.0069821,0.48294,0.16856
510,0.0093,0.503,0.1582
511,0.012149,0.52357,0.14814
512,0.015536,0.54451,0.13838
513,0.019478,0.56569,0.12899
514,0.023993,0.58697,0.12008
515,0.0291,0.6082,0.1117
516,0.034815,0.62935,0.1039
517,0.04112,0.65031,0.096667
518,0.047985,0.67088,0.089983
519,0.055379,0.69084,0.083845
520,0.06327,0.71,0.07825
521,0.071635,0.72819,0.073209
522,0.080462,0.74546,0.068678
523,0.08974,0.76197,0.064568
524,0.099456,0.77784,0.060788
525,0.1096,0.7932,0.05725
526,0.12017,0.80811,0.053904
527,0.13111,0.8225,0.050747
528,0.14237,0.83631,0.047753
529,0.15385,0.84949,0.044899
530,0.1655,0.862,0.04216
531,0.17726,0.87381,0.039507
532,0.18914,0.88496,0.036936
533,0.20117,0.89549,0.034458
534,0.21337,0.90544,0.032089
535,0.22575,0.91485,0.02984
536,0.23832,0.92373,0.027712
537,0.25107,0.93209,0.025694
538,0.26399,0.93992,0.023787
539,0.2771,0.94723,0.021989
540,0.2904,0.954,0.0203
541,0.30389,0.96026,0.018718
542,0.31757,0.96601,0.01724
543,0.33144,0.97126,0.015864
544,0.34548,0.97602,0.014585
545,0.3597,0.9803,0.0134
546,0.37408,0.98409,0.012307
547,0.38864,0.98742,0.011302
548,0.40338,0.99031,0.010378
549,0.41831,0.99281,0.0095293
550,0.43345,0.99495,0.00875
551,0.4488,0.99671,0.0080352
552,0.46434,0.9981,0.0073816
553,0.48006,0.99911,0.0067854
554,0.49597,0.99975,0.0062428
555,0.51205,1,0.00575
556,0.5283,0.99986,0.0053036
557,0.54469,0.9993,0.0048998
558,0.56121,0.99833,0.0045342
559,0.57782,0.9969,0.0042024
560,0.5945,0.995,0.0039
561,0.61122,0.9926,0.0036232
562,0.62798,0.98974,0.0033706
563,0.64476,0.98644,0.0031414
564,0.66157,0.98272,0.0029348
565,0.6784,0.9786,0.00275
566,0.69524,0.97408,0.0025852
567,0.71206,0.96917,0.0024386
568,0.72883,0.96386,0.0023094
569,0.74552,0.95813,0.0021968
570,0.7621,0.952,0.0021
571,0.77854,0.94545,0.0020177
572,0.79483,0.9385,0.0019482
573,0.81093,0.93116,0.0018898
574,0.82682,0.92346,0.0018409
575,0.8425,0.9154,0.0018
576,0.85793,0.90701,0.0017663
577,0.87308,0.89828,0.0017378
578,0.88789,0.8892,0.0017112
579,0.90232,0.87978,0.0016831
580,0.9163,0.87,0.00165
581,0.9298,0.85986,0.0016101
582,0.9428,0.84939,0.0015644
583,0.95528,0.83862,0.0015136
584,0.96722,0.82758,0.0014585
585,0.9786,0.8163,0.0014
586,0.98939,0.80479,0.0013367
587,0.99955,0.79308,0.00127
588,1.0091,0.78119,0.001205
589,1.018,0.76915,0.0011467
590,1.0263,0.757,0.0011
591,1.034,0.74475,0.0010688
592,1.041,0.73242,0.0010494
593,1.0472,0.72,0.0010356
594,1.0525,0.7075,0.0010212
595,1.0567,0.6949,0.001
596,1.0598,0.68222,0.00096864
597,1.0618,0.66947,0.00092992
598,1.0628,0.65667,0.00088688
599,1.0629,0.64384,0.00084256
600,1.0622,0.631,0.0008
601,1.0607,0.61816,0.00076096
602,1.0584,0.60531,0.00072368
603,1.0552,0.59248,0.00068592
604,1.051,0.57964,0.00064544
605,1.0456,0.5668,0.0006
606,1.039,0.55396,0.00054787
607,1.0314,0.54114,0.0004916
608,1.0227,0.52835,0.0004354
609,1.013,0.51563,0.00038347
610,1.0026,0.503,0.00034
611,0.99137,0.49047,0.00030725
612,0.97933,0.47803,0.00028316
613,0.96649,0.46568,0.00026544
614,0.95285,0.4534,0.00025181
615,0.9384,0.4412,0.00024
616,0.92319,0.42908,0.00022955
617,0.90724,0.41704,0.00022064
618,0.8905,0.40503,0.00021196
619,0.87292,0.39303,0.00020219
620,0.85445,0.381,0.00019
621,0.83508,0.36892,0.00017421
622,0.81495,0.35683,0.00015564
623,0.79419,0.34478,0.00013596
624,0.77295,0.33282,0.00011685
625,0.7514,0.321,0.0001
626,0.72958,0.30934,8.6133e-05
627,0.70759,0.29785,7.46e-05
628,0.6856,0.28659,6.5e-05
629,0.66381,0.27562,5.6933e-05
630,0.6424,0.265,5e-05
631,0.62151,0.25476,4.416e-05
632,0.60111,0.24489,3.948e-05
633,0.58111,0.23533,3.572e-05
634,0.5614,0.22605,3.264e-05
635,0.5419,0.217,3e-05
636,0.5226,0.20816,2.7653e-05
637,0.50355,0.19955,2.556e-05
638,0.48474,0.19116,2.364e-05
639,0.46619,0.18297,2.1813e-05
640,0.4479,0.175,2e-05
641,0.42986,0.16722,1.8133e-05
642,0.4121,0.15965,1.62e-05
643,0.39464,0.15228,1.42e-05
644,0.37753,0.14513,1.2133e-05
645,0.3608,0.1382,1e-05
646,0.34446,0.1315,7.7333e-06
647,0.32852,0.12502,5.4e-06
648,0.31302,0.11878,3.2e-06
649,0.298,0.11277,1.3333e-06
650,0.2835,0.107,0
651,0.26954,0.10148,0
652,0.25612,0.096189,0
653,0.24319,0.091123,0
654,0.23073,0.086265,0
655,0.2187,0.0816,0
656,0.2071,0.077121,0
657,0.19592,0.072826,0
658,0.18517,0.06871,0
659,0.17483,0.06477,0
660,0.1649,0.061,0
661,0.15537,0.057396,0
662,0.14623,0.053955,0
663,0.13749,0.050674,0
664,0.12915,0.04755,0
665,0.1212,0.04458,0
666,0.11364,0.041759,0
667,0.10647,0.039085,0
668,0.09969,0.036564,0
669,0.093331,0.0342,0
670,0.0874,0.032,0
671,0.081901,0.029963,0
672,0.076804,0.028077,0
673,0.072077,0.026329,0
674,0.067687,0.024708,0
675,0.0636,0.0232,0
676,0.059807,0.021801,0
677,0.056282,0.020501,0
678,0.052971,0.019281,0
679,0.049819,0.018121,0
680,0.04677,0.017,0
681,0.043784,0.015904,0
682,0.040875,0.014837,0
683,0.038073,0.013811,0
684,0.035405,0.012835,0
685,0.0329,0.01192,0
686,0.030564,0.011068,0
687,0.028381,0.010273,0
688,0.026345,0.0095333,0
689,0.024453,0.0088462,0
690,0.0227,0.00821,0
691,0.021084,0.0076238,0
692,0.0196,0.0070854,0
693,0.018237,0.0065915,0
694,0.016987,0.0061385,0
695,0.01584,0.005723,0
696,0.014791,0.0053431,0
697,0.013831,0.0049958,0
698,0.012949,0.0046764,0
699,0.012129,0.0043801,0
700,0.011359,0.004102,0
701,0.010629,0.0038385,0
702,0.0099388,0.0035891,0
703,0.0092884,0.0033542,0
704,0.0086789,0.0031341,0
705,0.0081109,0.002929,0
706,0.0075824,0.0027381,0
707,0.0070887,0.0025599,0
708,0.0066273,0.0023932,0
709,0.0061954,0.0022373,0
710,0.0057903,0.002091,0
711,0.0054098,0.0019536,0
712,0.0050526,0.0018246,0
713,0.0047175,0.0017036,0
714,0.0044035,0.0015902,0
715,0.0041095,0.001484,0
716,0.0038339,0.0013845,0
717,0.0035757,0.0012913,0
718,0.0033343,0.0012041,0
719,0.0031091,0.0011227,0
720,0.0028993,0.001047,0
721,0.0027043,0.00097659,0
722,0.002523,0.00091111,0
723,0.0023542,0.00085013,0
724,0.0021966,0.00079324,0
725,0.0020492,0.00074,0
726,0.001911,0.00069008,0
727,0.0017814,0.00064331,0
728,0.0016601,0.0005995,0
729,0.0015465,0.00055845,0
730,0.00144,0.00052,0
731,0.00134,0.00048391,0
732,0.0012463,0.00045005,0
733,0.0011585,0.00041835,0
734,0.0010764,0.00038872,0
735,0.00099995,0.0003611,0
736,0.00092874,0.00033538,0
737,0.00086243,0.00031144,0
738,0.00080075,0.00028917,0
739,0.0007434,0.00026845,0
740,0.00069008,0.0002492,0
741,0.00064052,0.0002313,0
742,0.0005945,0.00021469,0
743,0.00055186,0.00019929,0
744,0.00051243,0.00018505,0
745,0.00047602,0.0001719,0
746,0.00044245,0.00015978,0
747,0.00041151,0.0001486,0
748,0.00038298,0.0001383,0
749,0.00035665,0.00012879,0
750,0.0003323,0.00012,0
751,0.00030976,0.00011186,0
752,0.00028889,0.00010432,0
753,0.00026954,9.7336e-05,0
754,0.00025157,9.0846e-05,0
755,0.00023483,8.48e-05,0
756,0.00021917,7.9147e-05,0
757,0.00020453,7.3858e-05,0
758,0.00019084,6.8916e-05,0
759,0.00017807,6.4303e-05,0
760,0.00016615,6e-05,0
